"Date","Location","City","Region","Title","Amount","Department","Views","Trans_details"
"October 24, 2015","Thiruvananthapuram                       , Kerala","Thiruvananthapuram","Kerala","I Paid Rs. 1999 to Municipal Services in Thiruvananthapuram.",1999,"Municipal Services",174,"Birth Certificate"
"October 24, 2015","Kolkata                       , West Bengal","Kolkata","West Bengal","I Paid Rs. 300000 to Municipal Services in Kolkata.",3e+05,"Municipal Services",163,"Birth Certificate"
"October 24, 2015","Chennai                       , Tamil Nadu","Chennai","Tamil Nadu","I Paid Rs. 100 to Municipal Services in Chennai.",100,"Municipal Services",170,"Birth Certificate"
"October 24, 2015","Mumbai                       , Maharashtra","Mumbai","Maharashtra","I Paid Rs. 800000 to Stamps and Registration in Mumbai.",8e+05,"Stamps and Registration",223,"Registration of Property"
"October 24, 2015","Abhayapuri                       , Assam","Abhayapuri","Assam","I Paid Rs. 100 to Municipal Services in Abhayapuri.",100,"Municipal Services",172,"Birth Certificate"
"October 24, 2015","New Delhi                       , Delhi","New Delhi","Delhi","I Paid Rs. 248 to Transport in New Delhi.",248,"Transport",233,"Duplicate Registration Certificate"
"October 24, 2015","Dadri                       , Uttar Pradesh","Dadri","Uttar Pradesh","I Paid Rs. 123456 to Others in Dadri.",123456,"Others",176,"Others"
"October 24, 2015","Bhopal                       , Madhya Pradesh","Bhopal","Madhya Pradesh","I Paid Rs. 10 to Municipal Services in Bhopal.",10,"Municipal Services",146,"Birth Certificate"
"October 24, 2015","Lucknow                       , Uttar Pradesh","Lucknow","Uttar Pradesh","I Paid Rs. 500 to Police in Lucknow.",500,"Police",166,"Filing FIR"
"October 24, 2015","Mumbai                       , Maharashtra","Mumbai","Maharashtra","I Paid Rs. 12000 to Municipal Services in Mumbai.",12000,"Municipal Services",144,"Birth Certificate"
"October 24, 2015","Ghaziabad                       , Uttar Pradesh","Ghaziabad","Uttar Pradesh","For taking  an action on filed complaint.",8000,"Police",170,"Lodging Police Complaint"
"October 24, 2015","Adilabad                       , Telangana","Adilabad","Telangana","I Paid Rs. 100 to Municipal Services in Adilabad.",100,"Municipal Services",126,"Birth Certificate"
"October 24, 2015","Abhayapuri                       , Assam","Abhayapuri","Assam","I Paid Rs. 150 to Municipal Services in Abhayapuri.",150,"Municipal Services",135,"Birth Certificate"
"October 24, 2015","Gwalior                       , Madhya Pradesh","Gwalior","Madhya Pradesh","I Paid Rs. 100 to Customs, Excise and Service Tax in Gwalior.",100,"Customs, Excise and Service Tax",120,"Customs Check and Clearance"
"October 24, 2015","Mumbai                       , Maharashtra","Mumbai","Maharashtra","I Paid Rs. 100 to Income Tax in Mumbai.",100,"Income Tax",173,"New PAN Card"
"October 23, 2015","Indore                       , Madhya Pradesh","Indore","Madhya Pradesh","I Paid Rs. 1 to Municipal Services in Indore.",1,"Municipal Services",158,"Birth Certificate"
"October 23, 2015","Abhayapuri                       , Assam","Abhayapuri","Assam","I Paid Rs. 1200 to Municipal Services in Abhayapuri.",1200,"Municipal Services",149,"Birth Certificate"
"October 23, 2015","Abhayapuri                       , Assam","Abhayapuri","Assam","I Paid Rs. 6000 to Others in Abhayapuri.",6000,"Others",170,"Others"
"October 23, 2015","Abohar                       , Punjab","Abohar","Punjab","I Paid Rs. 50000 to Stamps and Registration in Abohar.",50000,"Stamps and Registration",216,"Marriage Certificate"
"October 23, 2015","Surat                       , Gujarat","Surat","Gujarat","I Paid Rs. 15111 to Municipal Services in Surat.",15111,"Municipal Services",154,"Birth Certificate"
"October 23, 2015","Shivpuri                       , Madhya Pradesh","Shivpuri","Madhya Pradesh","I Paid Rs. 100 to Municipal Services in Shivpuri.",100,"Municipal Services",134,"Birth Certificate"
"October 23, 2015","Pune                       , Maharashtra","Pune","Maharashtra","I Paid Rs. 50 to Municipal Services in Pune.",50,"Municipal Services",132,"Birth Certificate"
"October 23, 2015","New Delhi                       , Delhi","New Delhi","Delhi","I Paid Rs. 120 to Commercial Tax, Sales Tax, VAT in New Delhi.",120,"Commercial Tax, Sales Tax, VAT",174,"C Form"
"October 23, 2015","Belgaum                       , Karnataka","Belgaum","Karnataka","I Paid Rs. 300 to Others in Belgaum.",300,"Others",150,"Others"
"October 23, 2015","Palasa Kasibugga                       , Andhra Pradesh","Palasa Kasibugga","Andhra Pradesh","I Paid Rs. 10 to Customs, Excise and Service Tax in Palasa Kasibugga.",10,"Customs, Excise and Service Tax",147,"Customs Check and Clearance"
"October 23, 2015","Agartala                       , Tripura","Agartala","Tripura","I Paid Rs. 1000 to Municipal Services in Agartala.",1000,"Municipal Services",111,"Birth Certificate"
"October 23, 2015","Uttara Kannada                       , Karnataka","Uttara Kannada","Karnataka","I Paid Rs. 15000 to Municipal Services in Uttara Kannada.",15000,"Municipal Services",121,"Birth Certificate"
"October 23, 2015","Maldah                       , West Bengal","Maldah","West Bengal","I Paid Rs. 10 to Others in Maldah.",10,"Others",140,"Others"
"October 23, 2015","Madurai                       , Tamil Nadu","Madurai","Tamil Nadu","I Paid Rs. 250000 to Income Tax in Madurai.",250000,"Income Tax",145,"New PAN Card"
"October 23, 2015","Abhayapuri                       , Assam","Abhayapuri","Assam","I Paid Rs. 2500 to Municipal Services in Abhayapuri.",2500,"Municipal Services",128,"Birth Certificate"
"October 23, 2015","Vadakara                       , Kerala","Vadakara","Kerala","I Paid Rs. 1400 to Municipal Services in Vadakara.",1400,"Municipal Services",127,"Birth Certificate"
"October 23, 2015","Mumbai                       , Maharashtra","Mumbai","Maharashtra","Airport customs Red channel",1100,"Airports",200,"Customs"
"October 22, 2015","Chennai                       , Tamil Nadu","Chennai","Tamil Nadu","I Paid Rs. 1000 to Railways in Chennai.",1000,"Railways",229,"Transport of Goods"
"October 22, 2015","Gurgaon                       , Haryana","Gurgaon","Haryana","I Paid Rs. 200 to Police in Gurgaon.",200,"Police",183,"Filing FIR"
"October 22, 2015","Kota                       , Rajasthan","Kota","Rajasthan","I Paid Rs. 100 to Others in Kota.",100,"Others",176,"Others"
"October 22, 2015","Kolkata                       , West Bengal","Kolkata","West Bengal","I Paid Rs. 500 to Police in Kolkata.",500,"Police",204,"Filing FIR"
"October 22, 2015","New Delhi                       , Delhi","New Delhi","Delhi","I Paid Rs. 76 to Others in New Delhi.",76,"Others",250,"Others"
"October 22, 2015","Ponnur                       , Andhra Pradesh","Ponnur","Andhra Pradesh","I Paid Rs. 42 to Others in Ponnur.",42,"Others",213,"Others"
"October 22, 2015","Jaunpur                       , Uttar Pradesh","Jaunpur","Uttar Pradesh","I Paid Rs. 10 to Municipal Services in Jaunpur.",10,"Municipal Services",166,"Birth Certificate"
"October 22, 2015","Abhayapuri                       , Assam","Abhayapuri","Assam","I Paid Rs. 21 to Municipal Services in Abhayapuri.",21,"Municipal Services",170,"Birth Certificate"
"October 22, 2015","Bhagalpur                       , Bihar","Bhagalpur","Bihar","I Paid Rs. 122 to Municipal Services in Bhagalpur.",122,"Municipal Services",159,"Birth Certificate"
"October 22, 2015","Abohar                       , Punjab","Abohar","Punjab","I Paid Rs. 500 to Transport in Abohar.",500,"Transport",220,"Duplicate Registration Certificate"
"October 22, 2015","Narasaraopet                       , Andhra Pradesh","Narasaraopet","Andhra Pradesh","I paid Rs.3000(approx.) to get Birth Certificate for myself",3000,"Municipal Services",145,"Birth Certificate"
"October 22, 2015","Chennai                       , Tamil Nadu","Chennai","Tamil Nadu","I Paid Rs. 1000 to Municipal Services in Chennai.",1000,"Municipal Services",172,"Birth Certificate"
"October 22, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 99 to Income Tax in Adari.",99,"Income Tax",188,"New PAN Card"
"October 21, 2015","Abhayapuri                       , Assam","Abhayapuri","Assam","I Paid Rs. 22 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",22,"Commercial Tax, Sales Tax, VAT",203,"C Form"
"October 21, 2015","Bidar                       , Karnataka","Bidar","Karnataka","I Paid Rs. 3000 to Transport in Bidar.",3000,"Transport",223,"New Domestic Driving License"
"October 21, 2015","Amarpur                       , Bihar","Amarpur","Bihar","I Paid Rs. 22 to Income Tax in Amarpur.",22,"Income Tax",167,"New PAN Card"
"October 21, 2015","Chandigarh                       , Chandigarh","Chandigarh","Chandigarh","I Paid Rs. 300 to Municipal Services in Chandigarh.",300,"Municipal Services",163,"Birth Certificate"
"October 21, 2015","Abhayapuri                       , Assam","Abhayapuri","Assam","I Paid Rs. 8 to Stamps and Registration in Abhayapuri.",8,"Stamps and Registration",229,"Registration of Flat or Apartment"
"October 21, 2015","Kurnool                       , Andhra Pradesh","Kurnool","Andhra Pradesh","I Paid Rs. 5 to Others in Kurnool.",5,"Others",186,"Others"
"October 21, 2015","Jaipur                       , Rajasthan","Jaipur","Rajasthan","I Paid Rs. 100 to Others in Jaipur.",100,"Others",165,"Others"
"October 21, 2015","Agra                       , Uttar Pradesh","Agra","Uttar Pradesh","I Paid Rs. 876776 to Police in Agra.",876776,"Police",206,"Police Harassment"
"October 21, 2015","Aligarh                       , Uttar Pradesh","Aligarh","Uttar Pradesh","I Paid Rs. 5000 to Others in Aligarh.",5000,"Others",143,"Others"
"October 21, 2015","Adityapur                       , Jharkhand","Adityapur","Jharkhand","I Paid Rs. 123 to Transport in Adityapur.",123,"Transport",168,"New Domestic Driving License"
"October 21, 2015","Abohar                       , Punjab","Abohar","Punjab","I Paid Rs. 100 to Commercial Tax, Sales Tax, VAT in Abohar.",100,"Commercial Tax, Sales Tax, VAT",189,"C Form"
"October 21, 2015","Imphal                       , Manipur","Imphal","Manipur","100 rs for an FIR copy",100,"Police",194,"Filing FIR"
"October 21, 2015","Achhnera                       , Uttar Pradesh","Achhnera","Uttar Pradesh","I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Achhnera.",1000,"Commercial Tax, Sales Tax, VAT",165,"C Form"
"October 21, 2015","Pratapgarh                       , Tripura","Pratapgarh","Tripura","I Paid Rs. 200 to Municipal Services in Pratapgarh.",200,"Municipal Services",128,"Birth Certificate"
"October 21, 2015","Ahmedabad                       , Gujarat","Ahmedabad","Gujarat","I Paid Rs. 1000 to Police in Ahmedabad.",1000,"Police",146,"Traffic Violations"
"October 21, 2015","Chennai                       , Tamil Nadu","Chennai","Tamil Nadu","I Paid Rs. 700 to Municipal Services in Chennai.",700,"Municipal Services",123,"Birth Certificate"
"October 21, 2015","Dhanbad                       , Jharkhand","Dhanbad","Jharkhand","I Paid Rs. 30000 to Municipal Services in Dhanbad.",30000,"Municipal Services",156,"Birth Certificate"
"October 21, 2015","Durgapur                       , West Bengal","Durgapur","West Bengal","I Paid Rs. 100 to Municipal Services in Durgapur.",100,"Municipal Services",138,"Birth Certificate"
"October 21, 2015","Basti                       , Uttar Pradesh","Basti","Uttar Pradesh","I Paid Rs. 100 to Customs, Excise and Service Tax in Basti.",100,"Customs, Excise and Service Tax",157,"Customs Check and Clearance"
"October 20, 2015","Hyderabad                       , Telangana","Hyderabad","Telangana","I Paid Rs. 9000 to Others in Hyderabad.",9000,"Others",153,"Others"
"October 20, 2015","Mumbai                       , Maharashtra","Mumbai","Maharashtra","I Paid Rs. 5000 to Municipal Services in Mumbai.",5000,"Municipal Services",143,"Birth Certificate"
"October 20, 2015",",",NA,NA,"I Paid Rs. 44 to  in .",44,"",190,""
"October 20, 2015","Bina                       , Madhya Pradesh","Bina","Madhya Pradesh","I Paid Rs. 100 to Railways in Bina.",100,"Railways",178,"Transport of Goods"
"October 20, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","For the Birth Certificate of My Daughter",300,"Municipal Services",210,"Birth Certificate"
"October 20, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","For Wrong Parking of Two Wheeler",300,"Police",221,"Traffic Violations"
"October 20, 2015","Jaipur                       , Rajasthan","Jaipur","Rajasthan","Have to pay the bribe even after having right documents",500,"Transport",197,"Duplicate Driving License"
"October 20, 2015","Udaipur                       , Tripura","Udaipur","Tripura","I Paid Rs. 200 to Municipal Services in Udaipur.",200,"Municipal Services",155,"Birth Certificate"
"October 20, 2015","Mumbai                       , Maharashtra","Mumbai","Maharashtra","I Paid Rs. 200 to Municipal Services in Mumbai.",200,"Municipal Services",169,"Birth Certificate"
"October 20, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","Paid Bribe for filing ER 1 Return and for other certificate",34000,"Customs, Excise and Service Tax",254,"Excise Return"
"October 20, 2015","Abohar                       , Punjab","Abohar","Punjab","I Paid Rs. 500 to Transport in Abohar.",500,"Transport",210,"New Domestic Driving License"
"October 20, 2015","Bharatpur                       , Rajasthan","Bharatpur","Rajasthan","I Paid Rs. 500 to Municipal Services in Bharatpur.",500,"Municipal Services",150,"Birth Certificate"
"October 19, 2015","Bangalore                       , Karnataka","Bangalore","Karnataka","I Paid Rs. 3500 to Passport in Bangalore.",3500,"Passport",362,"Police Verification for Passport"
"October 19, 2015","Ludhiana                       , Punjab","Ludhiana","Punjab","I Paid Rs. 12000 to Municipal Services in Ludhiana.",12000,"Municipal Services",221,"Birth Certificate"
"October 19, 2015","Adari                       , Uttar Pradesh","Adari","Uttar Pradesh","I Paid Rs. 4000 to Transport in Adari.",4000,"Transport",208,"Registration of Vehicle"
"October 19, 2015","New Delhi                       , Delhi","New Delhi","Delhi","I Paid Rs. 15000 to Others in New Delhi.",15000,"Others",244,"Others"
"October 19, 2015","New Delhi                       , Delhi","New Delhi","Delhi","I Paid Rs. 100 to Municipal Services in New Delhi.",100,"Municipal Services",224,"Birth Certificate"
"October 19, 2015","Faizabad                       , Uttar Pradesh","Faizabad","Uttar Pradesh","I Paid Rs. 54 to Income Tax in Faizabad.",54,"Income Tax",209,"New PAN Card"
"October 19, 2015","Lucknow                       , Uttar Pradesh","Lucknow","Uttar Pradesh","I Paid Rs. 3500 to Municipal Services in Lucknow.",3500,"Municipal Services",200,"Birth Certificate"
"October 19, 2015","Dharmapuri                       , Tamil Nadu","Dharmapuri","Tamil Nadu","I Paid Rs. 100 to Municipal Services in Dharmapuri.",100,"Municipal Services",189,"Birth Certificate"
"October 19, 2015","Abhayapuri                       , Assam","Abhayapuri","Assam","I Paid Rs. 2525 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",2525,"Commercial Tax, Sales Tax, VAT",198,"C Form"
"October 19, 2015","Abohar                       , Punjab","Abohar","Punjab","I Paid Rs. 200 to Municipal Services in Abohar.",200,"Municipal Services",177,"Birth Certificate"
